Market_Region,Date,ReExports,Domestic_Exports,Imports
United Arab Emirates,2023-11-01,441,226.9,1874.9
United Arab Emirates,2023-10-01,426.3,285.5,1368.4
United Arab Emirates,2023-09-01,403.1,212.8,1852.4
United Arab Emirates,2023-08-01,380.1,196.1,1714.4
United Arab Emirates,2023-07-01,422.5,183,1267.1
United Arab Emirates,2023-06-01,336.2,246.6,1248.2
United Arab Emirates,2023-05-01,382.5,193.2,1513.9
United Arab Emirates,2023-04-01,321,241.3,1114.8
United Arab Emirates,2023-03-01,523.1,162.3,1182.9
United Arab Emirates,2023-02-01,326.4,192.5,1065.7
United Arab Emirates,2023-01-01,483.2,128.9,1044.6
United Arab Emirates,2022-12-01,444.2,181.6,1212.3
United Arab Emirates,2022-11-01,710,191.3,1205.7
United Arab Emirates,2022-10-01,419.1,154.2,1642.1
United Arab Emirates,2022-09-01,602.6,210.6,2315.1
United Arab Emirates,2022-08-01,584.4,390.8,1629.8
United Arab Emirates,2022-07-01,403.4,183,2225.3
United Arab Emirates,2022-06-01,305.4,151.2,1812.2
United Arab Emirates,2022-05-01,445.1,290.1,2110.6
United Arab Emirates,2022-04-01,378.5,151.6,2076.6
United Arab Emirates,2022-03-01,472.6,202.5,2307.6
United Arab Emirates,2022-02-01,328.3,177.6,1486.8
United Arab Emirates,2022-01-01,462.4,348.1,1620
United Arab Emirates,2021-12-01,329.8,175,2186.8
United Arab Emirates,2021-11-01,370.2,202.3,1645
United Arab Emirates,2021-10-01,303.3,186.9,1901.8
United Arab Emirates,2021-09-01,324.5,163.4,1800.2
United Arab Emirates,2021-08-01,232.1,135.4,1450.7
United Arab Emirates,2021-07-01,236.1,109.6,1438.1
United Arab Emirates,2021-06-01,265.2,166.3,1125.2
United Arab Emirates,2021-05-01,242.7,110.6,1287.5
United Arab Emirates,2021-04-01,283.9,135,1142.4
United Arab Emirates,2021-03-01,289,240.3,1142.1
United Arab Emirates,2021-02-01,349.1,180.5,1007
United Arab Emirates,2021-01-01,239.2,123.3,716.9
United Arab Emirates,2020-12-01,259.7,127.1,899.6
United Arab Emirates,2020-11-01,269.3,116.9,374.5
United Arab Emirates,2020-10-01,254.2,105.7,666.9
United Arab Emirates,2020-09-01,220.5,98.6,1798.5
United Arab Emirates,2020-08-01,297.2,126.8,601.5
United Arab Emirates,2020-07-01,193.9,75.4,384.8
United Arab Emirates,2020-06-01,188.1,73.3,318.2
United Arab Emirates,2020-05-01,138.7,52.1,453.3
United Arab Emirates,2020-04-01,138.5,81,526.6
United Arab Emirates,2020-03-01,206.1,205.8,635.9
United Arab Emirates,2020-02-01,276.5,248.1,1134.2
United Arab Emirates,2020-01-01,267.3,190.1,816
United Arab Emirates,2019-12-01,272.6,168.2,1249.3
United Arab Emirates,2019-11-01,272.2,172.9,1714.6
United Arab Emirates,2019-10-01,305.2,178.6,1264.3
United Arab Emirates,2019-09-01,311.6,155.6,1202
United Arab Emirates,2019-08-01,256.8,263.5,1229.3
United Arab Emirates,2019-07-01,247.4,219.6,2074
United Arab Emirates,2019-06-01,254.1,302.4,1208.7
United Arab Emirates,2019-05-01,217.7,186.9,1390.4
United Arab Emirates,2019-04-01,243.6,174.6,1366.9
United Arab Emirates,2019-03-01,260.2,199.2,952.3
United Arab Emirates,2019-02-01,196.8,220.7,753.9
United Arab Emirates,2019-01-01,264.3,191.1,1308.8
United Arab Emirates,2018-12-01,234,168.1,1081
United Arab Emirates,2018-11-01,225.9,137.7,1171.6
United Arab Emirates,2018-10-01,200.7,243.6,1238.3
United Arab Emirates,2018-09-01,243.3,153.3,1044.9
United Arab Emirates,2018-08-01,209,112.2,1224.3
United Arab Emirates,2018-07-01,251.8,169.3,1265.4
United Arab Emirates,2018-06-01,208.2,405.9,969
United Arab Emirates,2018-05-01,195.3,195.8,1043.9
United Arab Emirates,2018-04-01,198.9,225.7,787.7
United Arab Emirates,2018-03-01,253.1,237.1,914.2
United Arab Emirates,2018-02-01,177.2,208.8,1301
United Arab Emirates,2018-01-01,160.4,194.3,1046.9
United Arab Emirates,2017-12-01,213.3,209.2,914.5
United Arab Emirates,2017-11-01,218.1,169.2,1156.8
United Arab Emirates,2017-10-01,190.1,158.6,1044.9
United Arab Emirates,2017-09-01,209.1,166.9,953.2
United Arab Emirates,2017-08-01,214.5,220.8,1065.3
United Arab Emirates,2017-07-01,197.7,168.4,699.1
United Arab Emirates,2017-06-01,185.2,217.9,1031.3
United Arab Emirates,2017-05-01,206.5,214.9,1204.8
United Arab Emirates,2017-04-01,231.9,184.1,896.3
United Arab Emirates,2017-03-01,286.4,456.5,1279
United Arab Emirates,2017-02-01,208.9,163.6,1042.6
United Arab Emirates,2017-01-01,217.4,155.3,899.6
United Arab Emirates,2016-12-01,276.3,232.9,1064.3
United Arab Emirates,2016-11-01,264,203.2,909.7
United Arab Emirates,2016-10-01,228.8,178.4,798.8
United Arab Emirates,2016-09-01,263.1,223.1,1133.2
United Arab Emirates,2016-08-01,223.5,331.6,885.7
United Arab Emirates,2016-07-01,247.1,148.2,880.2
United Arab Emirates,2016-06-01,246.8,198.7,806.3
United Arab Emirates,2016-05-01,209.7,176.3,716.6
United Arab Emirates,2016-04-01,252.9,230.2,862.3
United Arab Emirates,2016-03-01,279.2,219,498.3
United Arab Emirates,2016-02-01,248.7,264,677.8
United Arab Emirates,2016-01-01,300.4,187,666.2
United Arab Emirates,2015-12-01,413.5,208.6,748.1
United Arab Emirates,2015-11-01,274.6,182.3,919.8
United Arab Emirates,2015-10-01,377.9,285.3,956.8
United Arab Emirates,2015-09-01,303.1,296.8,879.7
United Arab Emirates,2015-08-01,301.5,274.8,1036.5
United Arab Emirates,2015-07-01,280.3,237.4,1254.5
United Arab Emirates,2015-06-01,272.8,187,1260.6
United Arab Emirates,2015-05-01,348,219.4,505.1
United Arab Emirates,2015-04-01,318.6,462.9,1479
United Arab Emirates,2015-03-01,355.4,619.3,967.9
United Arab Emirates,2015-02-01,384.8,166.7,794.3
United Arab Emirates,2015-01-01,462.2,224.2,1095.8
United Arab Emirates,2014-12-01,329.2,343.2,1151.9
United Arab Emirates,2014-11-01,337.3,220.4,1072.8
United Arab Emirates,2014-10-01,412.2,201.7,1352
United Arab Emirates,2014-09-01,308.7,173.7,1709.6
United Arab Emirates,2014-08-01,335.2,193.3,1495.2
United Arab Emirates,2014-07-01,274.7,167.3,2217.2
United Arab Emirates,2014-06-01,353.5,203.6,1585.9
United Arab Emirates,2014-05-01,381.2,247.9,2051.7
United Arab Emirates,2014-04-01,365.9,298.7,1576.3
United Arab Emirates,2014-03-01,342.9,221.2,2499.9
United Arab Emirates,2014-02-01,277.2,224.5,1655.5
United Arab Emirates,2014-01-01,1244.2,230.5,1795.1
United Arab Emirates,2013-12-01,378.8,211.3,1170
United Arab Emirates,2013-11-01,288.5,203.6,2151.2
United Arab Emirates,2013-10-01,388.9,202.3,2051.5
United Arab Emirates,2013-09-01,309,315.4,2055.4
United Arab Emirates,2013-08-01,365.9,230.8,1936.2
United Arab Emirates,2013-07-01,362.2,675.9,2159.4
United Arab Emirates,2013-06-01,303.4,192.9,1645.5
United Arab Emirates,2013-05-01,317.9,167.4,1778.6
United Arab Emirates,2013-04-01,325.8,226.9,2067.2
United Arab Emirates,2013-03-01,299.4,246.4,2172.9
United Arab Emirates,2013-02-01,262.5,204.5,1581.8
United Arab Emirates,2013-01-01,323.6,283.6,2326
United Arab Emirates,2012-12-01,283.2,204.6,1361.9
United Arab Emirates,2012-11-01,313.2,237.6,1784.1
United Arab Emirates,2012-10-01,271.7,282.3,1738.3
United Arab Emirates,2012-09-01,275,219.7,1374.7
United Arab Emirates,2012-08-01,309.1,197.8,1513.5
United Arab Emirates,2012-07-01,313.5,214.8,1564.8
United Arab Emirates,2012-06-01,312.3,220.2,1944.4
United Arab Emirates,2012-05-01,305.5,184.8,2615.4
United Arab Emirates,2012-04-01,233.8,163.2,1040.9
United Arab Emirates,2012-03-01,275.3,290.9,1971.3
United Arab Emirates,2012-02-01,225.9,174.6,2080
United Arab Emirates,2012-01-01,274.9,130.9,1901.2
United Arab Emirates,2011-12-01,418.4,236.1,963.4
United Arab Emirates,2011-11-01,302.9,287.5,1423.4
United Arab Emirates,2011-10-01,290.3,197.4,1384.6
United Arab Emirates,2011-09-01,296.9,267.6,1069.7
United Arab Emirates,2011-08-01,248.4,232.9,2468
United Arab Emirates,2011-07-01,269,185.8,1746.2
United Arab Emirates,2011-06-01,326.1,163.6,886.2
United Arab Emirates,2011-05-01,304.5,147.5,1311.3
United Arab Emirates,2011-04-01,288.8,228.9,1275.6
United Arab Emirates,2011-03-01,269.8,179.7,1716.3
United Arab Emirates,2011-02-01,280,151.3,614.2
United Arab Emirates,2011-01-01,268.2,140,976.3
United Arab Emirates,2010-12-01,279.4,178,629.6
United Arab Emirates,2010-11-01,376.5,150.2,756.8
United Arab Emirates,2010-10-01,218.4,176.8,707
United Arab Emirates,2010-09-01,218.8,185.8,689.3
United Arab Emirates,2010-08-01,230,170.7,461.2
United Arab Emirates,2010-07-01,294.6,130,1154.5
United Arab Emirates,2010-06-01,250,154.8,996.3
United Arab Emirates,2010-05-01,246.8,156.3,609.4
United Arab Emirates,2010-04-01,276.1,149.2,903.4
United Arab Emirates,2010-03-01,319.6,197.6,698.6
United Arab Emirates,2010-02-01,267.9,110,681.6
United Arab Emirates,2010-01-01,323.3,153.3,696.9
United Arab Emirates,2009-12-01,290.3,135.5,348.5
United Arab Emirates,2009-11-01,219.5,119.7,495.3
United Arab Emirates,2009-10-01,236.1,135.6,466
United Arab Emirates,2009-09-01,248.4,164,661.3
United Arab Emirates,2009-08-01,276.1,421.7,356.3
United Arab Emirates,2009-07-01,296.8,141.3,619.6
United Arab Emirates,2009-06-01,274.6,135.8,576.5
United Arab Emirates,2009-05-01,317.2,114.3,784.5
United Arab Emirates,2009-04-01,295.3,160.6,608.4
United Arab Emirates,2009-03-01,329.9,129.7,612.1
United Arab Emirates,2009-02-01,265.8,105.6,451.7
United Arab Emirates,2009-01-01,239.5,339.5,416.3
United Arab Emirates,2008-12-01,334.7,180.3,644.9
United Arab Emirates,2008-11-01,338.2,135.7,740.2
United Arab Emirates,2008-10-01,303.9,224.8,881.8
United Arab Emirates,2008-09-01,310.3,166.2,939.4
United Arab Emirates,2008-08-01,298.1,166.6,1027.2
United Arab Emirates,2008-07-01,318.6,281.8,1116.7
United Arab Emirates,2008-06-01,296.5,157.5,383.5
United Arab Emirates,2008-05-01,354.8,193,866.3
United Arab Emirates,2008-04-01,288.2,183.6,787.1
United Arab Emirates,2008-03-01,301.7,197.7,672.2
United Arab Emirates,2008-02-01,276.3,120.5,460.4
United Arab Emirates,2008-01-01,285.2,159.4,600.6
United Arab Emirates,2007-12-01,241.8,117.3,296.6
United Arab Emirates,2007-11-01,250.8,145.3,797.1
United Arab Emirates,2007-10-01,287.6,182.5,734.2
United Arab Emirates,2007-09-01,232.3,152.4,672.2
United Arab Emirates,2007-08-01,269.1,167.3,839.2
United Arab Emirates,2007-07-01,392.1,167.7,712
United Arab Emirates,2007-06-01,286.1,180.7,476.4
United Arab Emirates,2007-05-01,240.9,143.1,572.5
United Arab Emirates,2007-04-01,293.1,156.7,675.7
United Arab Emirates,2007-03-01,290.5,154.8,372.1
United Arab Emirates,2007-02-01,258.5,160.9,590.7
United Arab Emirates,2007-01-01,343.9,149.6,284.6
United Arab Emirates,2006-12-01,404.8,158.7,461.9
United Arab Emirates,2006-11-01,330.7,152.1,470
United Arab Emirates,2006-10-01,275.5,188.1,516.9
United Arab Emirates,2006-09-01,313.8,190.2,656.6
United Arab Emirates,2006-08-01,296.8,214.2,533
United Arab Emirates,2006-07-01,202.5,180.7,619.9
United Arab Emirates,2006-06-01,206.7,182.8,755.5
United Arab Emirates,2006-05-01,213.3,171.9,663.6
United Arab Emirates,2006-04-01,215.7,152.6,634.6
United Arab Emirates,2006-03-01,241.2,148,673.5
United Arab Emirates,2006-02-01,172.1,133.8,376.2
United Arab Emirates,2006-01-01,149.3,152.2,325.5
United Arab Emirates,2005-12-01,284,135.7,353.4
United Arab Emirates,2005-11-01,207.8,154.6,649.1
United Arab Emirates,2005-10-01,421.1,171.6,343.3
United Arab Emirates,2005-09-01,531.9,114.8,457.1
United Arab Emirates,2005-08-01,530.8,289.6,414.3
United Arab Emirates,2005-07-01,480.2,122.6,545.3
United Arab Emirates,2005-06-01,538.8,124.1,311.7
United Arab Emirates,2005-05-01,444.5,117.9,432.3
United Arab Emirates,2005-04-01,234.1,159.3,255.3
United Arab Emirates,2005-03-01,359.1,87.1,123.7
United Arab Emirates,2005-02-01,227.2,75.5,177.7
United Arab Emirates,2005-01-01,221.8,120.9,181.7
United Arab Emirates,2004-12-01,261.1,109.3,224.5
United Arab Emirates,2004-11-01,223.5,87.4,246.8
United Arab Emirates,2004-10-01,198.4,82.8,348.8
United Arab Emirates,2004-09-01,200,101.5,177.5
United Arab Emirates,2004-08-01,168.3,96.8,251.5
United Arab Emirates,2004-07-01,159.3,103.7,382.6
United Arab Emirates,2004-06-01,168.9,89.4,312.3
United Arab Emirates,2004-05-01,149.9,80.1,282.2
United Arab Emirates,2004-04-01,143.7,87.7,250.7
United Arab Emirates,2004-03-01,184.6,120.7,299.9
United Arab Emirates,2004-02-01,111.8,63.5,237.5
United Arab Emirates,2004-01-01,134,93.3,328.4
United Arab Emirates,2003-12-01,131.3,94,323.8
United Arab Emirates,2003-11-01,128.3,72.6,228.2
United Arab Emirates,2003-10-01,152.5,81.7,370.9
United Arab Emirates,2003-09-01,149.4,82.9,292.9
United Arab Emirates,2003-08-01,131.9,70.9,293.7
United Arab Emirates,2003-07-01,164.3,84.5,156.4
United Arab Emirates,2003-06-01,136.7,84.5,378.8
United Arab Emirates,2003-05-01,120.6,126.8,248.4
United Arab Emirates,2003-04-01,131.9,67.4,346.7
United Arab Emirates,2003-03-01,98.1,62.2,239.3
United Arab Emirates,2003-02-01,88.9,65.1,274.6
United Arab Emirates,2003-01-01,118.5,101.9,133.2
Viet Nam,2025-01-01,1840.1,759.2,794
Viet Nam,2024-12-01,1591.9,694.8,781.2
Viet Nam,2024-11-01,1289.9,520.2,717.1
Viet Nam,2024-10-01,1321.6,714.9,803.6
Viet Nam,2024-09-01,1062.3,433.6,694.4
Viet Nam,2024-08-01,1261.1,600.5,876.3
Viet Nam,2024-07-01,1787.5,588.8,763.8
Viet Nam,2024-06-01,1358.7,481.7,653.9
Viet Nam,2024-05-01,1192.9,602.2,683.9
Viet Nam,2024-04-01,1070.8,639.5,772.8
Viet Nam,2024-03-01,1263.6,673.4,603.4
Viet Nam,2024-02-01,1188.2,526.8,550.6
Viet Nam,2024-01-01,1712.3,513.3,678.8
Viet Nam,2023-12-01,1461.8,454.4,656.6
Viet Nam,2023-11-01,1343.5,446.1,546.1
Viet Nam,2023-10-01,1253.2,428.2,584.5
Viet Nam,2023-09-01,1346.4,476.5,513.5
Viet Nam,2023-08-01,1555.3,502.5,553.3
Viet Nam,2023-07-01,1457.9,589,560.7
Viet Nam,2023-06-01,1252.1,534.1,536.7
Viet Nam,2023-05-01,1192.5,575.6,519.3
Viet Nam,2023-04-01,1133.7,554.8,498.5
Viet Nam,2023-03-01,1295.8,580.7,560.2
Viet Nam,2023-02-01,1488.2,505.6,509.6
Viet Nam,2023-01-01,1369.4,569.5,520.8
Viet Nam,2022-12-01,1385.6,573.2,567.4
Viet Nam,2022-11-01,945.8,622.9,489
Viet Nam,2022-10-01,1116.5,614.1,522.4
Viet Nam,2022-09-01,1805.1,570.7,594.9
Viet Nam,2022-08-01,1766.3,492.7,688.3
Viet Nam,2022-07-01,1456.5,630.4,759.7
Viet Nam,2022-06-01,1570.1,581.7,706.1
Viet Nam,2022-05-01,1137,735.7,781.8
Viet Nam,2022-04-01,1214.6,707.9,821.2
Viet Nam,2022-03-01,1623,613.5,636.6
Viet Nam,2022-02-01,1298.3,472.1,445.5
Viet Nam,2022-01-01,1275.8,522.6,561.2
Viet Nam,2021-12-01,1738.8,535.4,543.8
Viet Nam,2021-11-01,1448,480.2,522.1
Viet Nam,2021-10-01,1297.9,406.4,482.4
Viet Nam,2021-09-01,1406.8,308.9,457.4
Viet Nam,2021-08-01,1400.1,342.3,458.2
Viet Nam,2021-07-01,1198.1,450.6,546.3
Viet Nam,2021-06-01,1188.9,552.9,493.8
Viet Nam,2021-05-01,1122.6,459.3,452.6
Viet Nam,2021-04-01,1295.7,475.3,517.2
Viet Nam,2021-03-01,1277.1,481,541
Viet Nam,2021-02-01,1024.2,378.6,442
Viet Nam,2021-01-01,1400.9,365.2,428.3
Viet Nam,2020-12-01,1233.2,403.6,448.9
Viet Nam,2020-11-01,1178.8,338.8,452.7
Viet Nam,2020-10-01,1111.7,321.6,461.1
Viet Nam,2020-09-01,1148.5,350.5,387.7
Viet Nam,2020-08-01,1091.9,371.8,416.8
Viet Nam,2020-07-01,1096.8,436.9,368.5
Viet Nam,2020-06-01,1185.1,378.6,312.7
Viet Nam,2020-05-01,886.9,335.1,337.5
Viet Nam,2020-04-01,693.7,319.8,832.5
Viet Nam,2020-03-01,977,401.3,563.5
Viet Nam,2020-02-01,1113.9,414.1,570.8
Viet Nam,2020-01-01,956.3,404.8,382
Viet Nam,2019-12-01,1018.8,466.1,354.7
Viet Nam,2019-11-01,1046.4,462.2,385
Viet Nam,2019-10-01,1055.2,520.8,361.4
Viet Nam,2019-09-01,893.5,425.7,371.8
Viet Nam,2019-08-01,1201.6,446.3,549.6
Viet Nam,2019-07-01,975.4,428.3,498
Viet Nam,2019-06-01,916.4,496.8,391.1
Viet Nam,2019-05-01,1035.3,548.7,492
Viet Nam,2019-04-01,859.1,582.3,408.5
Viet Nam,2019-03-01,1024.2,456.3,460.5
Viet Nam,2019-02-01,938.7,453,281.5
Viet Nam,2019-01-01,961.3,470.1,420.4
Viet Nam,2018-12-01,994.1,445.7,384.3
Viet Nam,2018-11-01,944.7,418.5,400.8
Viet Nam,2018-10-01,1057.2,537.2,387.7
Viet Nam,2018-09-01,749,364.4,421.6
Viet Nam,2018-08-01,947.2,516.6,418.7
Viet Nam,2018-07-01,735.6,593.5,442
Viet Nam,2018-06-01,668.1,789.2,389.3
Viet Nam,2018-05-01,730.8,727.1,380
Viet Nam,2018-04-01,671.3,480.1,378.5
Viet Nam,2018-03-01,804.1,632.2,413.8
Viet Nam,2018-02-01,637.5,416.3,269.5
Viet Nam,2018-01-01,858.8,509.3,393.8
Viet Nam,2017-12-01,864.5,605.2,385.2
Viet Nam,2017-11-01,840.8,642.5,372.9
Viet Nam,2017-10-01,725.6,503.6,418.6
Viet Nam,2017-09-01,710,431.1,376.5
Viet Nam,2017-08-01,837.3,657.7,377
Viet Nam,2017-07-01,660.5,675.7,405.6
Viet Nam,2017-06-01,788.3,805,379.8
Viet Nam,2017-05-01,704.2,828,417.6
Viet Nam,2017-04-01,779.4,803,419.3
Viet Nam,2017-03-01,844.6,733.7,421.5
Viet Nam,2017-02-01,777,703.7,286.2
Viet Nam,2017-01-01,515.4,526.5,372.6
Viet Nam,2016-12-01,820.8,649.9,341.9
Viet Nam,2016-11-01,808.1,521.3,370.2
Viet Nam,2016-10-01,837.5,560.9,299.8
Viet Nam,2016-09-01,702.5,551.7,366.9
Viet Nam,2016-08-01,762.6,574.3,393.5
Viet Nam,2016-07-01,724.3,545.4,354.5
Viet Nam,2016-06-01,634.5,541,344
Viet Nam,2016-05-01,643.6,643.1,382.8
Viet Nam,2016-04-01,707.3,647.2,367.4
Viet Nam,2016-03-01,798.2,544.1,374.7
Viet Nam,2016-02-01,664.7,468.6,247.5
Viet Nam,2016-01-01,719.4,608.9,304.9
Viet Nam,2015-12-01,799.2,643.6,380.3
Viet Nam,2015-11-01,737.9,642.3,322.2
Viet Nam,2015-10-01,879,580,417
Viet Nam,2015-09-01,747.9,499.3,418.2
Viet Nam,2015-08-01,641.1,397.9,385.2
Viet Nam,2015-07-01,719.1,552.6,448.9
Viet Nam,2015-06-01,676.4,609.2,487.3
Viet Nam,2015-05-01,697.2,604.3,482.1
Viet Nam,2015-04-01,802.7,767,399.8
Viet Nam,2015-03-01,876.1,1084.1,412.4
Viet Nam,2015-02-01,667,410.6,331.1
Viet Nam,2015-01-01,1085.1,536.7,458.4
Viet Nam,2014-12-01,935,390.5,452.7
Viet Nam,2014-11-01,785.6,380,317.4
Viet Nam,2014-10-01,785.5,524.7,346.3
Viet Nam,2014-09-01,877.6,488.6,362.7
Viet Nam,2014-08-01,716.4,651,292.4
Viet Nam,2014-07-01,760.8,590.9,320
Viet Nam,2014-06-01,731.9,692.8,431
Viet Nam,2014-05-01,701.9,600.1,375.8
Viet Nam,2014-04-01,821.3,541.5,400.9
Viet Nam,2014-03-01,771.3,558.9,276.8
Viet Nam,2014-02-01,595.8,513.3,193
Viet Nam,2014-01-01,559,505.4,283.2
Viet Nam,2013-12-01,656.2,504.2,241.2
Viet Nam,2013-11-01,536.7,401.7,791.2
Viet Nam,2013-10-01,586.2,483.9,359
Viet Nam,2013-09-01,648.2,527.1,332.2
Viet Nam,2013-08-01,722.2,435.7,308.1
Viet Nam,2013-07-01,571.5,435.3,333.2
Viet Nam,2013-06-01,641.9,525.4,224.2
Viet Nam,2013-05-01,669.6,471.6,259.4
Viet Nam,2013-04-01,777,493.7,285.1
Viet Nam,2013-03-01,686.2,371,215.4
Viet Nam,2013-02-01,450.3,374.9,181.8
Viet Nam,2013-01-01,522.8,435.5,295
Viet Nam,2012-12-01,492.9,373.2,231.8
Viet Nam,2012-11-01,511,467.4,193.3
Viet Nam,2012-10-01,593,439.4,226.7
Viet Nam,2012-09-01,626.3,466.5,381.8
Viet Nam,2012-08-01,552.7,466.4,223.1
Viet Nam,2012-07-01,572.9,509.6,315.8
Viet Nam,2012-06-01,548.2,567.9,228.5
Viet Nam,2012-05-01,613,530.9,214.9
Viet Nam,2012-04-01,833.2,480.3,259.5
Viet Nam,2012-03-01,666.1,443.6,205.7
Viet Nam,2012-02-01,555.3,415,173.9
Viet Nam,2012-01-01,481.3,398.6,151.8
Viet Nam,2011-12-01,575.1,448.2,239
Viet Nam,2011-11-01,666.1,358.1,175.8
Viet Nam,2011-10-01,663.6,694.7,180.9
Viet Nam,2011-09-01,667.4,505.4,194.6
Viet Nam,2011-08-01,580.2,384,170
Viet Nam,2011-07-01,475.1,375.2,181.5
Viet Nam,2011-06-01,493.8,460.1,236.4
Viet Nam,2011-05-01,666.5,494.6,178.2
Viet Nam,2011-04-01,752.7,466.4,142.2
Viet Nam,2011-03-01,815.4,475.1,146.9
Viet Nam,2011-02-01,460.8,298.4,106
Viet Nam,2011-01-01,571.4,400,133.1
Viet Nam,2010-12-01,496.6,366.6,148.1
Viet Nam,2010-11-01,458.6,291.9,161.8
Viet Nam,2010-10-01,403.1,260.8,137.7
Viet Nam,2010-09-01,488.6,297.9,138.9
Viet Nam,2010-08-01,496.3,290.1,211.4
Viet Nam,2010-07-01,501.4,288.9,205.8
Viet Nam,2010-06-01,533.2,365.7,156.3
Viet Nam,2010-05-01,533.4,403,147.9
Viet Nam,2010-04-01,607,408.5,205.4
Viet Nam,2010-03-01,592.8,361,211.9
Viet Nam,2010-02-01,362.2,258.9,214.8
Viet Nam,2010-01-01,698.4,296,253
Viet Nam,2009-12-01,447.8,294.8,216
Viet Nam,2009-11-01,515,507.5,201.6
Viet Nam,2009-10-01,649.4,386.4,334.8
Viet Nam,2009-09-01,566.7,569.3,322.5
Viet Nam,2009-08-01,541.3,306.2,309.1
Viet Nam,2009-07-01,433,297.4,248.8
Viet Nam,2009-06-01,551.8,332.8,264.8
Viet Nam,2009-05-01,479,299.6,302.6
Viet Nam,2009-04-01,559.9,317.1,300.3
Viet Nam,2009-03-01,471.1,394.8,360.6
Viet Nam,2009-02-01,392.8,283.4,253.5
Viet Nam,2009-01-01,318.4,200.7,246.6
Viet Nam,2008-12-01,484.4,281.8,218.3
Viet Nam,2008-11-01,430.3,296.7,192.5
Viet Nam,2008-10-01,501.3,301.8,388.3
Viet Nam,2008-09-01,484.1,459.2,357.9
Viet Nam,2008-08-01,434.9,580.2,154.2
Viet Nam,2008-07-01,688,524.7,420
Viet Nam,2008-06-01,789.5,535.1,337.6
Viet Nam,2008-05-01,849.9,401.9,160.2
Viet Nam,2008-04-01,601.2,471,341.5
Viet Nam,2008-03-01,641.9,474.6,412
Viet Nam,2008-02-01,526.7,370,160.4
Viet Nam,2008-01-01,650,531.6,285.5
Viet Nam,2007-12-01,465.6,438.8,243.7
Viet Nam,2007-11-01,468.1,329.5,247.3
Viet Nam,2007-10-01,446.6,454.7,338.8
Viet Nam,2007-09-01,420.6,362.4,303.7
Viet Nam,2007-08-01,493.5,400.4,274.2
Viet Nam,2007-07-01,406.1,376.5,230
Viet Nam,2007-06-01,473.3,371.3,302.4
Viet Nam,2007-05-01,369.9,445.7,323.6
Viet Nam,2007-04-01,385.5,570,226.4
Viet Nam,2007-03-01,362.3,326.6,253.1
Viet Nam,2007-02-01,366.3,303.7,231.9
Viet Nam,2007-01-01,383.5,381.6,249.1
Viet Nam,2006-12-01,342.4,303.2,247
Viet Nam,2006-11-01,322.8,304.9,254.1
Viet Nam,2006-10-01,283.8,271.7,141
Viet Nam,2006-09-01,376.5,321,309
Viet Nam,2006-08-01,410.4,286.9,220.8
Viet Nam,2006-07-01,326.2,424.7,196.4
Viet Nam,2006-06-01,296,687.1,189.9
Viet Nam,2006-05-01,434.3,516.3,129.8
Viet Nam,2006-04-01,327,470.8,184
Viet Nam,2006-03-01,378.3,494.4,246.1
Viet Nam,2006-02-01,229,339,262.2
Viet Nam,2006-01-01,233.9,285,241.2
Viet Nam,2005-12-01,256.7,435.6,216.5
Viet Nam,2005-11-01,276.6,421.6,291.2
Viet Nam,2005-10-01,252.9,406.8,352.8
Viet Nam,2005-09-01,222.6,503.8,392.1
Viet Nam,2005-08-01,266,355.1,137.2
Viet Nam,2005-07-01,219.6,283.5,347.4
Viet Nam,2005-06-01,269.1,502.5,213.3
Viet Nam,2005-05-01,245.4,489.1,275.1
Viet Nam,2005-04-01,234.3,257.9,245
Viet Nam,2005-03-01,231.4,367.2,271.7
Viet Nam,2005-02-01,132.8,233.7,58.9
Viet Nam,2005-01-01,254.9,245,224.3
Viet Nam,2004-12-01,222.9,389.9,127.5
Viet Nam,2004-11-01,196.1,253.5,265.6
Viet Nam,2004-10-01,204.8,232.2,284.6
Viet Nam,2004-09-01,179.8,302.9,454.4
Viet Nam,2004-08-01,166.9,275,111.9
Viet Nam,2004-07-01,194.4,347.7,178.5
Viet Nam,2004-06-01,191.8,294.9,103.4
Viet Nam,2004-05-01,162,224.5,252.5
Viet Nam,2004-04-01,173.5,201.4,57.5
Viet Nam,2004-03-01,163.4,220.5,254.9
Viet Nam,2004-02-01,152.8,208.2,152
Viet Nam,2004-01-01,206.5,201.3,125.6
Viet Nam,2003-12-01,202.1,239.2,119
Viet Nam,2003-11-01,154.5,154.9,191.9
Viet Nam,2003-10-01,200.5,241.1,174.2
Viet Nam,2003-09-01,162.6,212,199.2
Viet Nam,2003-08-01,151.9,152.6,132.8
Viet Nam,2003-07-01,148.8,188.2,141.6
Viet Nam,2003-06-01,162.2,171,187.4
Viet Nam,2003-05-01,167.3,213.4,43.6
Viet Nam,2003-04-01,159.4,170.3,201.2
Viet Nam,2003-03-01,164.7,191.2,96.6
Viet Nam,2003-02-01,136.4,152.5,150
Viet Nam,2003-01-01,148.5,149.3,147.1
Yemen,2025-01-01,0.1,1,0
Yemen,2024-12-01,0.5,0.1,0.1
Yemen,2024-11-01,0.1,0.7,0.3
Yemen,2024-10-01,0.5,0.1,0
Yemen,2024-09-01,0.5,0.8,0.3
Yemen,2024-08-01,0.4,1.4,0
Yemen,2024-07-01,0.2,1.3,0
